UserID,SessionID,ProductID,CartEvent,OrderID,OrderStatus,PaymentMethod,Timestamp
U0032,S0118,P0009,purchase,O6516,No order,None,2024-01-10 6:15:00
U0007,S0226,P0009,add,O6517,No order,None,2024-01-25 14:15:00
U0092,S0143,P0022,remove,No Order,No order,Paypal,2024-01-22 14:37:00
U0015,S0122,P0028,purchase,O6519,No order,None,2024-01-18 6:33:00
U0065,S0232,P0013,view,No Order,Pending,None,2024-01-28 7:12:00
U0008,S0265,P0034,view,O6521,No order,Debit Card,2024-01-03 10:42:00
U0091,S0131,P0008,view,O6522,Pending,None,2024-01-07 22:02:00
U0039,S0263,P0026,add,O6523,No order,None,2024-01-28 13:21:00
U0099,S0145,P0008,purchase,O6524,No order,Debit Card,2024-01-04 17:59:00
U0063,S0262,P0049,add,O6525,No Order,None,2024-01-29 7:09:00
U0067,S0186,P0019,add,No Order,Canceled,Credit Card,2024-01-13 8:46:00
U0035,S0181,P0003,remove,No Order,No Order,Paypal,2024-01-29 9:25:00
U0087,S0015,P0029,add,No Order,No order,None,2024-01-26 22:30:00
U0060,S0091,P0005,view,No Order,No order,Paypal,2024-01-23 4:30:00
U0033,S0101,P0035,view,No Order,No Order,None,2024-01-24 2:00:00
U0005,S0037,P0004,purchase,O6531,No order,None,2024-01-07 2:12:00
U0060,S0292,P0039,add,O6532,No Order,None,2024-01-13 6:49:00
U0033,S0029,P0004,remove,O6533,Canceled,Credit Card,2024-01-23 5:23:00
U0010,S0255,P0015,view,No Order,Canceled,None,2024-01-28 11:20:00
U0007,S0292,P0027,add,No Order,No Order,None,2024-01-23 11:58:00
U0078,S0106,P0034,remove,No Order,No Order,None,2024-01-14 18:12:00
U0073,S0236,P0004,add,No Order,Canceled,None,2024-01-06 5:30:00
U0051,S0210,P0029,remove,No Order,Canceled,None,2024-01-18 10:05:00
U0033,S0286,P0047,remove,No Order,No order,None,2024-01-07 22:46:00
U0091,S0138,P0039,view,O6540,No order,Debit Card,2024-01-13 6:56:00
U0038,S0119,P0046,add,O6541,No order,None,2024-01-01 16:35:00
U0054,S0195,P0050,remove,No Order,Pending,Debit Card,2024-01-10 7:13:00
U0068,S0062,P0040,view,No Order,No Order,None,2024-01-02 11:10:00
U0086,S0161,P0043,add,No Order,No order,None,2024-01-25 2:27:00
U0026,S0256,P0024,remove,O6545,No order,Credit Card,2024-01-19 11:23:00
U0005,S0041,P0018,add,No Order,Pending,Debit Card,2024-01-29 18:39:00
U0017,S0050,P0014,remove,No Order,No order,None,2024-01-20 19:51:00
U0093,S0299,P0019,view,O6548,No order,None,2024-01-27 6:02:00
U0084,S0002,P0038,add,No Order,Canceled,Paypal,2024-01-25 23:46:00
U0026,S0183,P0024,add,No Order,No Order,Paypal,2024-01-11 4:54:00
U0036,S0272,P0041,remove,O6551,No order,None,2024-01-13 0:16:00
U0056,S0259,P0016,add,O6552,Pending,Debit Card,2024-01-06 4:38:00
U0092,S0135,P0039,add,O6553,No order,None,2024-01-23 18:31:00
U0041,S0138,P0043,view,O6554,No Order,None,2024-01-29 3:11:00
U0091,S0094,P0043,remove,O6555,No Order,None,2024-01-29 4:21:00
U0052,S0008,P0006,add,No Order,No order,Paypal,2024-01-20 9:54:00
U0084,S0097,P0050,view,O6557,No order,None,2024-01-19 4:07:00
U0093,S0258,P0033,view,No Order,No Order,Paypal,2024-01-21 7:23:00
U0086,S0280,P0009,view,No Order,No order,None,2024-01-13 2:32:00
U0017,S0176,P0026,view,No Order,No order,None,2024-01-12 2:37:00
U0053,S0004,P0047,view,No Order,No order,None,2024-01-19 18:21:00
U0062,S0050,P0032,add,No Order,No order,None,2024-01-19 23:03:00
U0029,S0207,P0025,view,O6563,Pending,None,2024-01-04 23:09:00
U0098,S0002,P0001,remove,O6564,No Order,Paypal,2024-01-09 16:10:00
U0097,S0132,P0049,add,No Order,No Order,None,2024-01-14 0:11:00
U0055,S0246,P0006,add,No Order,No Order,None,2024-01-10 9:01:00
U0050,S0063,P0037,view,No Order,Canceled,None,2024-01-05 6:21:00
U0062,S0066,P0014,remove,O6568,Pending,None,2024-01-22 7:20:00
U0030,S0223,P0032,add,No Order,No Order,None,2024-01-18 1:31:00
U0092,S0254,P0011,purchase,No Order,Pending,None,2024-01-02 18:42:00
U0002,S0209,P0020,view,O6571,No order,Debit Card,2024-01-24 23:24:00
U0005,S0185,P0005,remove,O6572,No Order,None,2024-01-20 8:51:00
U0060,S0146,P0037,remove,No Order,Canceled,None,2024-01-06 4:16:00
U0039,S0254,P0034,add,O6574,No order,Debit Card,2024-01-28 7:36:00
U0061,S0187,P0005,remove,No Order,No Order,Debit Card,2024-01-03 4:56:00
U0011,S0037,P0009,remove,O6576,No Order,None,2024-01-04 15:25:00
U0066,S0061,P0049,remove,O6577,Pending,None,2024-01-24 13:06:00
U0066,S0151,P0029,add,No Order,No Order,None,2024-01-12 8:36:00
U0081,S0207,P0047,add,O6579,No order,None,2024-01-24 6:38:00
U0004,S0028,P0036,purchase,No Order,No order,None,2024-01-23 13:31:00
U0035,S0083,P0036,view,No Order,Pending,None,2024-01-30 23:30:00
U0053,S0010,P0026,add,No Order,No order,None,2024-01-06 21:23:00
U0059,S0110,P0029,remove,No Order,No order,None,2024-01-18 23:52:00
U0100,S0208,P0022,view,No Order,No order,None,2024-01-11 14:55:00
U0070,S0088,P0023,add,O6585,No order,None,2024-01-15 17:30:00
U0015,S0023,P0027,add,O6586,No Order,Debit Card,2024-01-07 21:11:00
U0044,S0218,P0025,remove,O6587,No order,Debit Card,2024-01-02 7:59:00
U0094,S0026,P0020,purchase,No Order,No order,Credit Card,2024-01-02 20:23:00
U0078,S0048,P0042,add,O6589,No Order,Debit Card,2024-01-23 16:24:00
U0036,S0135,P0047,purchase,O6590,Pending,None,2024-01-26 17:51:00
U0026,S0214,P0045,add,O6591,No order,None,2024-01-30 4:25:00
U0093,S0246,P0040,add,No Order,No order,None,2024-01-06 2:56:00
U0071,S0057,P0010,purchase,No Order,No order,None,2024-01-20 2:19:00
U0048,S0044,P0011,remove,No Order,Pending,None,2024-01-16 17:21:00
U0098,S0072,P0021,add,O6595,No Order,Paypal,2024-01-02 8:52:00
U0033,S0218,P0017,purchase,No Order,Delivered,Paypal,2024-01-20 0:30:00
U0036,S0291,P0049,purchase,No Order,No order,Credit Card,2024-01-03 1:22:00
U0083,S0297,P0023,view,O6598,No order,None,2024-01-27 14:30:00
U0053,S0253,P0021,purchase,O6599,Pending,None,2024-01-16 21:00:00
U0066,S0296,P0048,view,No Order,Canceled,None,2024-01-04 1:04:00
U0013,S0248,P0050,remove,O6601,No Order,None,2024-01-08 16:07:00
U0041,S0197,P0043,purchase,No Order,No order,None,2024-01-28 22:27:00
U0062,S0075,P0048,purchase,No Order,No order,Paypal,2024-01-28 0:46:00
U0075,S0058,P0007,add,No Order,No Order,Paypal,2024-01-10 12:22:00
U0056,S0003,P0045,add,No Order,No Order,Debit Card,2024-01-03 7:33:00
U0063,S0266,P0012,add,O6606,Pending,None,2024-01-09 9:06:00
U0025,S0225,P0045,purchase,No Order,No order,None,2024-01-16 21:27:00
U0091,S0164,P0017,add,No Order,No order,None,2024-01-24 6:28:00
U0006,S0035,P0046,add,O6609,No order,Credit Card,2024-01-18 17:15:00
U0096,S0141,P0048,view,No Order,No order,None,2024-01-19 14:57:00
U0083,S0205,P0026,view,O6611,No order,Credit Card,2024-01-22 19:17:00
U0015,S0196,P0047,add,O6612,No order,None,2024-01-30 1:11:00
U0094,S0078,P0040,view,No Order,Canceled,None,2024-01-15 21:21:00
U0013,S0224,P0032,purchase,O6614,No order,Debit Card,2024-01-13 12:30:00
U0095,S0035,P0032,purchase,No Order,No order,None,2024-01-26 13:52:00
U0038,S0125,P0033,view,No Order,No order,Debit Card,2024-01-20 5:30:00
U0011,S0066,P0028,view,O6617,No order,Debit Card,2024-01-01 13:22:00
U0073,S0052,P0005,add,O6618,No order,Paypal,2024-01-21 9:17:00
U0004,S0158,P0031,purchase,O6619,Canceled,Debit Card,2024-01-25 23:28:00
U0010,S0229,P0026,view,O6620,No order,Credit Card,2024-01-10 12:01:00
U0086,S0055,P0030,add,O6621,No order,None,2024-01-09 21:42:00
U0040,S0124,P0019,purchase,O6622,Canceled,None,2024-01-10 18:53:00
U0003,S0077,P0021,view,O6623,Canceled,None,2024-01-24 12:52:00
U0053,S0289,P0045,purchase,No Order,Pending,None,2024-01-11 22:40:00
U0047,S0034,P0009,view,No Order,No order,None,2024-01-19 5:08:00
U0009,S0283,P0024,purchase,No Order,No order,Debit Card,2024-01-17 11:26:00
U0051,S0197,P0041,remove,O6627,No order,None,2024-01-10 21:25:00
U0001,S0143,P0020,purchase,No Order,No order,None,2024-01-04 20:56:00
U0094,S0066,P0031,purchase,No Order,No order,Paypal,2024-01-11 12:05:00
U0005,S0047,P0018,view,No Order,Canceled,None,2024-01-18 10:43:00
U0043,S0196,P0039,view,No Order,Pending,None,2024-01-04 14:32:00
U0085,S0091,P0034,purchase,O6632,No order,None,2024-01-24 17:45:00
U0086,S0050,P0043,view,O6633,No Order,None,2024-01-17 10:34:00
U0066,S0154,P0010,view,O6634,Pending,None,2024-01-26 6:20:00
U0084,S0001,P0001,add,O6635,No order,None,2024-01-05 9:38:00
U0031,S0092,P0025,view,O6636,No order,None,2024-01-06 10:10:00
U0002,S0163,P0002,remove,No Order,No order,None,2024-01-27 2:01:00
U0074,S0054,P0014,remove,O6638,Pending,None,2024-01-17 19:24:00
U0066,S0290,P0010,view,O6639,No order,Debit Card,2024-01-18 23:08:00
U0013,S0033,P0029,add,O6640,No Order,None,2024-01-30 8:59:00
U0091,S0017,P0027,add,No Order,No order,None,2024-01-29 14:32:00
U0003,S0244,P0016,purchase,O6642,No order,None,2024-01-16 4:53:00
U0007,S0093,P0017,add,No Order,Canceled,Debit Card,2024-01-26 14:44:00
U0062,S0265,P0025,add,No Order,No order,None,2024-01-07 9:35:00
U0080,S0175,P0048,view,O6645,Canceled,Debit Card,2024-01-23 4:31:00
U0075,S0015,P0050,view,No Order,No order,Credit Card,2024-01-04 8:05:00
U0030,S0276,P0027,add,O6647,No order,Credit Card,2024-01-02 21:39:00
U0069,S0257,P0047,add,O6648,No order,None,2024-01-06 10:09:00
U0071,S0010,P0028,view,No Order,Pending,Credit Card,2024-01-03 22:02:00
U0064,S0230,P0019,remove,No Order,No order,None,2024-01-08 15:05:00
U0015,S0044,P0014,add,No Order,No order,Credit Card,2024-01-04 11:07:00
U0001,S0055,P0014,view,O6652,No Order,None,2024-01-05 12:56:00
U0047,S0128,P0005,add,No Order,No order,Credit Card,2024-01-03 0:22:00
U0058,S0184,P0046,purchase,No Order,Delivered,None,2024-01-01 17:14:00
U0072,S0051,P0010,add,No Order,No order,None,2024-01-15 7:36:00
U0001,S0105,P0031,purchase,No Order,No order,Paypal,2024-01-15 6:06:00
U0065,S0252,P0016,purchase,No Order,Delivered,Debit Card,2024-01-17 12:14:00
U0043,S0222,P0013,purchase,No Order,Canceled,None,2024-01-23 20:55:00
U0075,S0244,P0012,view,O6659,Pending,Debit Card,2024-01-14 22:07:00
U0015,S0270,P0005,add,O6660,Canceled,Paypal,2024-01-07 14:35:00
U0028,S0122,P0001,remove,No Order,No order,Paypal,2024-01-25 15:52:00
U0059,S0137,P0006,view,No Order,No order,None,2024-01-13 17:54:00
U0085,S0292,P0018,remove,O6663,No order,Debit Card,2024-01-26 15:00:00
U0060,S0270,P0020,add,No Order,No Order,None,2024-01-09 0:12:00
U0041,S0232,P0009,add,No Order,No order,None,2024-01-01 13:42:00
U0009,S0142,P0017,view,O6666,Canceled,None,2024-01-01 3:55:00
U0001,S0117,P0019,purchase,No Order,No order,None,2024-01-12 2:08:00
U0022,S0179,P0023,remove,O6668,No order,None,2024-01-18 14:58:00
U0060,S0148,P0005,add,No Order,Pending,Paypal,2024-01-15 14:20:00
U0045,S0133,P0022,purchase,No Order,Canceled,Credit Card,2024-01-28 23:43:00
U0033,S0014,P0007,view,O6671,Canceled,None,2024-01-03 6:28:00
U0062,S0171,P0036,remove,No Order,No order,None,2024-01-30 15:13:00
U0046,S0075,P0011,view,O6673,No order,Paypal,2024-01-10 1:43:00
U0058,S0186,P0029,view,O6674,No order,None,2024-01-25 1:27:00
U0006,S0288,P0031,add,No Order,No Order,Credit Card,2024-01-20 2:42:00
U0003,S0113,P0027,purchase,No Order,Shipped,None,2024-01-30 8:19:00
U0033,S0194,P0026,view,O6677,No order,Credit Card,2024-01-16 2:37:00
U0041,S0177,P0049,purchase,No Order,No order,None,2024-01-12 16:16:00
U0078,S0168,P0038,purchase,No Order,Canceled,None,2024-01-29 12:12:00
U0037,S0233,P0009,add,No Order,No Order,Debit Card,2024-01-19 14:29:00
U0026,S0253,P0033,remove,No Order,No Order,Credit Card,2024-01-30 4:47:00
U0045,S0090,P0040,view,O6682,Pending,None,2024-01-11 7:11:00
U0065,S0093,P0048,remove,O6683,No order,None,2024-01-25 22:32:00
U0035,S0287,P0036,view,No Order,No order,Credit Card,2024-01-29 4:29:00
U0021,S0077,P0029,purchase,O6685,No order,None,2024-01-17 8:29:00
U0075,S0008,P0044,remove,O6686,No order,None,2024-01-28 21:10:00
U0047,S0268,P0017,purchase,O6687,Canceled,None,2024-01-18 21:07:00
U0056,S0034,P0012,purchase,No Order,No order,None,2024-01-26 10:23:00
U0064,S0266,P0045,purchase,No Order,Canceled,None,2024-01-03 8:32:00
U0027,S0041,P0040,purchase,No Order,Delivered,Credit Card,2024-01-27 5:25:00
U0015,S0120,P0031,add,No Order,No order,None,2024-01-19 7:09:00
U0060,S0268,P0048,remove,No Order,Pending,None,2024-01-09 1:16:00
U0051,S0102,P0039,remove,O6693,No order,None,2024-01-03 9:37:00
U0089,S0157,P0049,view,O6694,No order,Credit Card,2024-01-11 14:58:00
U0070,S0186,P0042,purchase,No Order,No order,None,2024-01-24 18:18:00
U0021,S0206,P0019,remove,O6696,No order,Paypal,2024-01-19 20:11:00
U0068,S0001,P0021,remove,O6697,No Order,None,2024-01-10 3:31:00
U0057,S0131,P0043,remove,No Order,No order,None,2024-01-21 2:42:00
U0067,S0267,P0010,remove,No Order,Canceled,Credit Card,2024-01-24 8:00:00
U0082,S0063,P0040,purchase,No Order,Pending,None,2024-01-01 7:35:00
U0039,S0300,P0014,view,O6701,No Order,None,2024-01-15 20:29:00
U0019,S0158,P0030,view,No Order,Pending,None,2024-01-20 6:03:00
U0054,S0190,P0025,purchase,No Order,Delivered,Debit Card,2024-01-27 7:25:00
U0049,S0226,P0014,add,No Order,No Order,None,2024-01-15 18:12:00
U0002,S0131,P0023,view,O6705,No Order,None,2024-01-08 18:02:00
U0043,S0275,P0020,remove,O6706,No order,Paypal,2024-01-20 1:07:00
U0019,S0147,P0034,purchase,O6707,Canceled,Credit Card,2024-01-19 18:54:00
U0040,S0233,P0014,remove,No Order,No order,None,2024-01-21 21:30:00
U0019,S0295,P0016,purchase,O6709,No order,None,2024-01-21 20:34:00
U0070,S0181,P0033,view,O6710,Pending,None,2024-01-27 19:13:00
U0092,S0052,P0030,view,No Order,No order,Debit Card,2024-01-05 14:09:00
U0033,S0035,P0050,view,O6712,Pending,None,2024-01-06 22:07:00
U0050,S0094,P0011,purchase,No Order,Delivered,Paypal,2024-01-05 8:42:00
U0038,S0207,P0027,view,O6714,Canceled,Credit Card,2024-01-03 4:57:00
U0065,S0081,P0041,purchase,O6715,Pending,None,2024-01-25 8:31:00
U0038,S0281,P0011,view,O6716,No Order,Credit Card,2024-01-27 8:56:00
U0035,S0262,P0002,remove,No Order,Canceled,Credit Card,2024-01-03 0:56:00
U0061,S0282,P0010,view,O6718,No Order,Debit Card,2024-01-22 20:10:00
U0076,S0274,P0019,add,O6719,No order,Debit Card,2024-01-09 3:54:00
U0025,S0298,P0037,add,No Order,No order,None,2024-01-19 6:23:00
U0051,S0168,P0035,remove,No Order,No order,Credit Card,2024-01-23 20:43:00
U0095,S0051,P0043,remove,O6722,No order,Credit Card,2024-01-14 16:40:00
U0090,S0044,P0048,purchase,No Order,No order,Debit Card,2024-01-29 21:32:00
U0004,S0266,P0016,view,No Order,Canceled,None,2024-01-01 7:07:00
U0073,S0065,P0037,remove,No Order,No order,None,2024-01-01 21:19:00
U0076,S0152,P0016,remove,No Order,No Order,None,2024-01-12 12:09:00
U0026,S0039,P0011,remove,O6727,No order,Paypal,2024-01-26 11:02:00
U0060,S0079,P0019,remove,O6728,No order,None,2024-01-11 19:22:00
U0006,S0097,P0030,remove,O6729,No order,None,2024-01-15 19:02:00
U0010,S0242,P0031,remove,No Order,No order,None,2024-01-03 3:52:00
U0065,S0225,P0029,remove,O6731,No Order,Debit Card,2024-01-21 15:58:00
U0046,S0029,P0030,remove,O6732,No order,Paypal,2024-01-30 19:51:00
U0013,S0010,P0026,view,O6733,No Order,None,2024-01-05 15:57:00
U0084,S0226,P0027,remove,O6734,Pending,None,2024-01-06 17:40:00
U0040,S0011,P0037,purchase,No Order,No order,Credit Card,2024-01-22 14:55:00
U0075,S0074,P0009,view,No Order,No order,None,2024-01-25 14:48:00
U0051,S0138,P0031,view,O6737,No order,None,2024-01-11 13:21:00
U0095,S0085,P0049,add,No Order,Canceled,None,2024-01-28 7:14:00
U0095,S0065,P0050,add,O6739,No order,None,2024-01-08 18:33:00
U0075,S0238,P0048,purchase,No Order,Delivered,Credit Card,2024-01-01 0:37:00
U0009,S0036,P0031,add,O6741,No order,None,2024-01-09 2:08:00
U0078,S0230,P0045,view,No Order,No order,None,2024-01-20 10:37:00
U0096,S0012,P0048,view,O6743,No order,None,2024-01-21 2:13:00
U0005,S0023,P0026,purchase,No Order,Canceled,Debit Card,2024-01-26 7:08:00
U0064,S0207,P0046,view,O6745,Canceled,Paypal,2024-01-27 6:49:00
U0056,S0247,P0011,add,No Order,Canceled,Credit Card,2024-01-24 11:53:00
U0029,S0294,P0005,add,O6747,Pending,Credit Card,2024-01-05 0:31:00
U0038,S0154,P0018,remove,No Order,No order,None,2024-01-19 9:22:00
U0042,S0047,P0018,remove,O6749,No order,None,2024-01-22 0:55:00
U0052,S0029,P0014,remove,No Order,Pending,None,2024-01-03 17:26:00
U0083,S0118,P0014,view,O6751,No order,None,2024-01-04 2:48:00
U0036,S0246,P0029,add,O6752,Canceled,None,2024-01-07 12:08:00
U0010,S0125,P0022,purchase,No Order,Pending,None,2024-01-04 23:14:00
U0044,S0249,P0036,remove,O6754,No Order,None,2024-01-16 8:21:00
U0014,S0083,P0037,purchase,O6755,No order,None,2024-01-16 20:00:00
U0041,S0066,P0005,remove,O6756,Canceled,None,2024-01-03 19:52:00
U0047,S0036,P0010,view,O6757,No Order,None,2024-01-13 13:30:00
U0013,S0299,P0032,remove,O6758,Canceled,None,2024-01-19 20:01:00
U0066,S0267,P0020,add,No Order,No order,Debit Card,2024-01-06 21:33:00
U0027,S0238,P0022,remove,O6760,Canceled,None,2024-01-06 18:06:00
U0085,S0107,P0025,view,No Order,No order,Paypal,2024-01-10 3:59:00
U0038,S0055,P0005,view,No Order,No Order,None,2024-01-30 6:05:00
U0028,S0254,P0025,view,No Order,No order,None,2024-01-02 23:20:00
U0008,S0218,P0040,view,No Order,No order,None,2024-01-02 14:43:00
U0033,S0125,P0036,purchase,O6765,Pending,None,2024-01-07 9:44:00
U0071,S0178,P0011,remove,O6766,No order,None,2024-01-25 3:23:00
U0033,S0093,P0047,view,O6767,No order,None,2024-01-08 23:38:00
U0071,S0006,P0014,view,O6768,No Order,None,2024-01-26 22:29:00
U0063,S0064,P0027,purchase,No Order,Canceled,None,2024-01-26 6:26:00
U0072,S0234,P0012,remove,No Order,No Order,None,2024-01-30 15:55:00
U0099,S0004,P0012,remove,No Order,No Order,None,2024-01-21 22:53:00
U0075,S0147,P0038,view,O6772,No order,None,2024-01-21 0:44:00
U0011,S0026,P0006,add,No Order,No order,Paypal,2024-01-19 4:09:00
U0017,S0298,P0022,view,O6774,Pending,None,2024-01-16 22:06:00
U0078,S0242,P0036,view,No Order,No order,Debit Card,2024-01-05 18:29:00
U0022,S0266,P0004,view,No Order,Canceled,Credit Card,2024-01-18 3:28:00
U0046,S0258,P0050,view,O6777,No order,Debit Card,2024-01-15 0:02:00
U0094,S0128,P0012,add,No Order,Canceled,None,2024-01-18 13:34:00
U0075,S0196,P0031,view,O6779,No order,Debit Card,2024-01-27 10:11:00
U0031,S0254,P0025,view,No Order,No order,None,2024-01-18 7:07:00
U0091,S0205,P0049,add,O6781,Canceled,Paypal,2024-01-10 4:48:00
U0024,S0191,P0042,purchase,No Order,No order,Credit Card,2024-01-15 22:47:00
U0085,S0101,P0035,add,O6783,No order,None,2024-01-20 3:39:00
U0090,S0104,P0015,add,No Order,No order,None,2024-01-02 0:14:00
U0047,S0248,P0032,purchase,O6785,Pending,Paypal,2024-01-06 15:26:00
U0030,S0074,P0009,remove,No Order,No order,Paypal,2024-01-08 5:57:00
U0046,S0021,P0027,purchase,No Order,No order,Debit Card,2024-01-04 23:45:00
U0093,S0258,P0048,view,O6788,No order,None,2024-01-11 18:04:00
U0025,S0242,P0033,add,O6789,No order,Paypal,2024-01-15 10:25:00
U0029,S0104,P0020,remove,O6790,No order,None,2024-01-29 19:08:00
U0011,S0110,P0007,view,O6791,No order,None,2024-01-10 5:07:00
U0022,S0290,P0016,add,O6792,Pending,None,2024-01-28 22:54:00
U0063,S0007,P0038,remove,No Order,No Order,None,2024-01-10 18:01:00
U0046,S0015,P0005,view,No Order,No Order,Paypal,2024-01-16 14:43:00
U0006,S0038,P0006,view,No Order,Pending,Debit Card,2024-01-30 22:25:00
U0004,S0259,P0022,remove,O6796,No order,None,2024-01-09 23:21:00
U0020,S0232,P0022,remove,O6797,No order,Debit Card,2024-01-08 16:18:00
U0079,S0010,P0029,add,No Order,No order,None,2024-01-24 6:44:00
U0085,S0030,P0026,add,O6799,No order,Credit Card,2024-01-26 7:00:00
U0058,S0235,P0007,purchase,No Order,No order,None,2024-01-04 23:31:00
U0056,S0184,P0035,view,No Order,No order,None,2024-01-23 15:02:00
U0038,S0148,P0001,remove,O6802,No Order,Credit Card,2024-01-27 18:07:00
U0062,S0255,P0014,remove,No Order,Pending,Paypal,2024-01-14 20:10:00
U0018,S0147,P0001,purchase,No Order,No order,Debit Card,2024-01-30 23:24:00
U0049,S0053,P0030,purchase,O6805,No order,Credit Card,2024-01-16 12:17:00
U0006,S0110,P0036,remove,O6806,No order,Credit Card,2024-01-30 21:35:00
U0082,S0022,P0045,purchase,O6807,Pending,None,2024-01-22 19:06:00
U0065,S0003,P0041,remove,No Order,Canceled,Paypal,2024-01-27 11:04:00
U0007,S0106,P0045,remove,O6809,No order,None,2024-01-10 11:11:00
U0029,S0265,P0012,view,O6810,No Order,None,2024-01-10 0:18:00
U0077,S0141,P0018,purchase,O6811,No order,None,2024-01-04 23:02:00
U0069,S0006,P0020,remove,O6812,No Order,None,2024-01-25 11:10:00
U0093,S0127,P0007,remove,O6813,No Order,Paypal,2024-01-28 4:18:00
U0088,S0090,P0005,purchase,O6814,No order,None,2024-01-04 22:35:00
U0030,S0045,P0010,purchase,No Order,No order,None,2024-01-14 5:24:00
U0072,S0195,P0016,add,O6816,No order,None,2024-01-07 19:26:00
U0059,S0247,P0047,remove,No Order,No order,Paypal,2024-01-20 2:35:00
U0087,S0034,P0023,view,O6818,Pending,Paypal,2024-01-02 11:14:00
U0078,S0242,P0039,add,No Order,No Order,Paypal,2024-01-16 8:52:00
U0019,S0203,P0025,remove,O6820,No order,Debit Card,2024-01-26 9:27:00
U0075,S0220,P0018,remove,O6821,No order,None,2024-01-27 4:29:00
U0019,S0020,P0010,purchase,No Order,No order,Debit Card,2024-01-14 13:30:00
U0060,S0184,P0037,purchase,O6823,No order,None,2024-01-06 15:45:00
U0022,S0247,P0014,remove,O6824,Pending,None,2024-01-11 5:29:00
U0004,S0082,P0042,view,O6825,No order,Credit Card,2024-01-06 5:18:00
U0047,S0190,P0012,add,No Order,Canceled,Credit Card,2024-01-18 13:13:00
U0083,S0056,P0015,add,No Order,Pending,None,2024-01-08 13:42:00
U0019,S0161,P0046,view,O6828,No Order,None,2024-01-22 19:07:00
U0013,S0108,P0032,view,O6829,No order,Debit Card,2024-01-26 20:13:00
U0017,S0277,P0022,remove,O6830,Pending,Paypal,2024-01-06 0:20:00
U0014,S0274,P0047,add,No Order,Canceled,Paypal,2024-01-02 21:05:00
U0100,S0162,P0022,add,O6832,No order,None,2024-01-05 9:40:00
U0091,S0051,P0049,add,O6833,No order,None,2024-01-29 19:18:00
U0073,S0251,P0041,purchase,No Order,No order,Debit Card,2024-01-24 18:12:00
U0031,S0259,P0050,add,No Order,No Order,Debit Card,2024-01-05 13:46:00
U0095,S0206,P0012,remove,O6836,No order,None,2024-01-16 21:04:00
U0019,S0162,P0043,remove,O6837,No order,None,2024-01-19 20:21:00
U0090,S0246,P0045,add,No Order,Canceled,Credit Card,2024-01-26 8:01:00
U0020,S0249,P0006,add,O6839,Pending,None,2024-01-16 14:08:00
U0004,S0198,P0050,remove,O6840,No order,None,2024-01-14 12:56:00
U0037,S0241,P0037,remove,No Order,Pending,Credit Card,2024-01-01 5:24:00
U0064,S0246,P0026,purchase,O6842,Shipped,None,2024-01-28 1:06:00
U0088,S0240,P0007,add,O6843,Pending,None,2024-01-21 20:33:00
U0011,S0125,P0005,remove,No Order,No order,None,2024-01-20 5:31:00
U0042,S0116,P0042,purchase,O6845,No order,None,2024-01-09 16:01:00
U0091,S0228,P0033,purchase,No Order,Pending,None,2024-01-25 17:53:00
U0026,S0032,P0027,remove,No Order,Canceled,None,2024-01-02 2:09:00
U0010,S0197,P0014,view,O6848,No order,None,2024-01-06 3:04:00
U0067,S0098,P0034,add,O6849,No order,None,2024-01-19 6:57:00
U0071,S0148,P0024,remove,No Order,No order,None,2024-01-19 7:16:00
U0039,S0032,P0042,view,No Order,No Order,None,2024-01-23 12:31:00
U0045,S0189,P0018,view,O6852,No order,Credit Card,2024-01-26 17:55:00
U0039,S0180,P0035,purchase,No Order,No order,None,2024-01-29 4:31:00
U0076,S0200,P0017,purchase,O6854,No order,None,2024-01-08 14:26:00
U0016,S0209,P0014,purchase,No Order,No order,None,2024-01-20 11:45:00
U0090,S0164,P0045,remove,No Order,No Order,None,2024-01-26 3:49:00
U0066,S0136,P0028,view,No Order,No order,None,2024-01-16 10:31:00
U0036,S0113,P0008,add,O6858,No Order,Paypal,2024-01-11 1:43:00
U0093,S0236,P0013,add,No Order,No order,Debit Card,2024-01-07 4:40:00
U0030,S0051,P0042,remove,No Order,No Order,Debit Card,2024-01-19 1:35:00
U0007,S0035,P0047,view,No Order,No order,Credit Card,2024-01-20 22:34:00
U0035,S0030,P0006,view,O6862,Canceled,Debit Card,2024-01-29 7:37:00
U0050,S0123,P0024,purchase,No Order,Canceled,Debit Card,2024-01-14 14:32:00
U0056,S0175,P0048,view,No Order,No Order,None,2024-01-12 14:16:00
U0015,S0245,P0011,view,No Order,No order,None,2024-01-02 19:18:00
U0091,S0047,P0035,purchase,No Order,No order,Debit Card,2024-01-09 21:02:00
U0021,S0098,P0017,remove,O6867,No order,Credit Card,2024-01-19 21:01:00
U0066,S0067,P0042,add,O6868,Canceled,Credit Card,2024-01-17 2:19:00
U0001,S0141,P0037,add,No Order,No order,None,2024-01-25 11:34:00
U0001,S0065,P0009,add,O6870,No order,None,2024-01-27 17:23:00
U0064,S0202,P0017,remove,O6871,No order,None,2024-01-12 4:39:00
U0025,S0299,P0012,view,No Order,No order,None,2024-01-02 12:04:00
U0094,S0125,P0046,add,O6873,No Order,None,2024-01-17 6:07:00
U0010,S0068,P0009,remove,O6874,Pending,None,2024-01-03 23:15:00
U0068,S0218,P0009,purchase,No Order,No order,None,2024-01-08 22:04:00
